Treat,PLANT_ID,EPICHL_TRT,COLLET_TRT,RHIZOC_TRT,days,Survey.event,Treatment.code,Treat.better,NMDS1,NMDS2
Epi (-) Col (+) Rhiz (+),34,free,inoculated,inoculated,21,7,EF_CR,Col + Rhiz,-0.002578372,0.013892452
Epi (-) Col (+) Rhiz (+),34,free,inoculated,inoculated,25,8,EF_CR,Col + Rhiz,-0.002578372,0.013892452
Epi (-) Col (+) Rhiz (+),34,free,inoculated,inoculated,28,9,EF_CR,Col + Rhiz,-0.002578372,0.013892452
Epi (-) Col (+) Rhiz (+),34,free,inoculated,inoculated,32,10,EF_CR,Col + Rhiz,-0.002578372,0.013892452
Epi (-) Col (+) Rhiz (+),34,free,inoculated,inoculated,35,11,EF_CR,Col + Rhiz,-0.002578372,0.013892452
Epi (-) Col (+) Rhiz (+),34,free,inoculated,inoculated,39,12,EF_CR,Col + Rhiz,-0.002578372,0.013892452
Epi (-) Col (+) Rhiz (+),34,free,inoculated,inoculated,42,13,EF_CR,Col + Rhiz,0.00789638,-0.00102731
Epi (-) Col (+) Rhiz (+),39,free,inoculated,inoculated,1,1,EF_CR,Col + Rhiz,-0.002578372,0.013892452
Epi (-) Col (+) Rhiz (+),39,free,inoculated,inoculated,4,2,EF_CR,Col + Rhiz,0.005507197,0.036368587
Epi (-) Col (+) Rhiz (+),39,free,inoculated,inoculated,6,3,EF_CR,Col + Rhiz,-0.002578372,0.013892452
Epi (-) Col (+) Rhiz (+),39,free,inoculated,inoculated,11,4,EF_CR,Col + Rhiz,0.00789638,-0.00102731
Epi (-) Col (+) Rhiz (+),39,free,inoculated,inoculated,14,5,EF_CR,Col + Rhiz,0.039589438,-0.034234395
Epi (-) Col (+) Rhiz (+),39,free,inoculated,inoculated,18,6,EF_CR,Col + Rhiz,-0.002578372,0.013892452
Epi (-) Col (+) Rhiz (+),39,free,inoculated,inoculated,21,7,EF_CR,Col + Rhiz,-0.002578372,0.013892452
Epi (-) Col (+) Rhiz (+),39,free,inoculated,inoculated,25,8,EF_CR,Col + Rhiz,-0.000613974,0.01137122
Epi (-) Col (+) Rhiz (+),39,free,inoculated,inoculated,28,9,EF_CR,Col + Rhiz,0.00789638,-0.00102731
Epi (-) Col (+) Rhiz (+),39,free,inoculated,inoculated,32,10,EF_CR,Col + Rhiz,0.039589438,-0.034234395
Epi (-) Col (+) Rhiz (+),39,free,inoculated,inoculated,35,11,EF_CR,Col + Rhiz,-0.002578372,0.013892452
Epi (-) Col (+) Rhiz (+),39,free,inoculated,inoculated,39,12,EF_CR,Col + Rhiz,0.018271505,-0.013421814
Epi (-) Col (+) Rhiz (+),42,free,inoculated,inoculated,1,1,EF_CR,Col + Rhiz,-0.002578372,0.013892452
Epi (-) Col (+) Rhiz (+),42,free,inoculated,inoculated,4,2,EF_CR,Col + Rhiz,-0.002578372,0.013892452
Epi (-) Col (+) Rhiz (+),42,free,inoculated,inoculated,6,3,EF_CR,Col + Rhiz,-0.002578372,0.013892452
Epi (-) Col (+) Rhiz (+),42,free,inoculated,inoculated,11,4,EF_CR,Col + Rhiz,0.018271505,-0.013421814
Epi (-) Col (+) Rhiz (+),42,free,inoculated,inoculated,14,5,EF_CR,Col + Rhiz,0.229801975,-0.153680919
Epi (-) Col (+) Rhiz (+),42,free,inoculated,inoculated,18,6,EF_CR,Col + Rhiz,0.099911073,-0.090305483
Epi (-) Col (+) Rhiz (+),42,free,inoculated,inoculated,21,7,EF_CR,Col + Rhiz,0.097424439,-0.095193295
Epi (-) Col (+) Rhiz (+),42,free,inoculated,inoculated,25,8,EF_CR,Col + Rhiz,-0.012211121,-0.003121658
Epi (-) Col (+) Rhiz (+),42,free,inoculated,inoculated,28,9,EF_CR,Col + Rhiz,-0.10496972,-0.206437353
Epi (-) Col (+) Rhiz (+),42,free,inoculated,inoculated,32,10,EF_CR,Col + Rhiz,-0.229317673,-0.1051872
Epi (-) Col (+) Rhiz (+),42,free,inoculated,inoculated,35,11,EF_CR,Col + Rhiz,-0.006107475,0.012086007
Epi (-) Col (+) Rhiz (+),42,free,inoculated,inoculated,39,12,EF_CR,Col + Rhiz,-0.03046742,-0.052905004
Epi (-) Col (+) Rhiz (+),42,free,inoculated,inoculated,42,13,EF_CR,Col + Rhiz,-0.015400409,-0.004488815
Epi (-) Col (+) Rhiz (+),44,free,inoculated,inoculated,1,1,EF_CR,Col + Rhiz,-0.002578372,0.013892452
Epi (-) Col (+) Rhiz (+),44,free,inoculated,inoculated,4,2,EF_CR,Col + Rhiz,0.000728476,0.021315817
Epi (-) Col (+) Rhiz (+),44,free,inoculated,inoculated,6,3,EF_CR,Col + Rhiz,-0.002578372,0.013892452
Epi (-) Col (+) Rhiz (+),44,free,inoculated,inoculated,11,4,EF_CR,Col + Rhiz,-0.002578372,0.013892452
Epi (-) Col (+) Rhiz (+),44,free,inoculated,inoculated,14,5,EF_CR,Col + Rhiz,0.039589438,-0.034234395
Epi (-) Col (+) Rhiz (+),44,free,inoculated,inoculated,18,6,EF_CR,Col + Rhiz,0.054212257,-0.044339911
Epi (-) Col (+) Rhiz (+),44,free,inoculated,inoculated,21,7,EF_CR,Col + Rhiz,0.009292184,-0.006724226
Epi (-) Col (+) Rhiz (+),44,free,inoculated,inoculated,25,8,EF_CR,Col + Rhiz,0.00613128,-0.013221963
Epi (-) Col (+) Rhiz (+),44,free,inoculated,inoculated,28,9,EF_CR,Col + Rhiz,-0.011381548,0.001134165
Epi (-) Col (+) Rhiz (+),44,free,inoculated,inoculated,32,10,EF_CR,Col + Rhiz,-0.005149464,-0.003949647
Epi (-) Col (+) Rhiz (+),44,free,inoculated,inoculated,35,11,EF_CR,Col + Rhiz,-0.013696626,0.00941426
Epi (-) Col (+) Rhiz (+),44,free,inoculated,inoculated,39,12,EF_CR,Col + Rhiz,-0.042785528,0.001137112
Epi (-) Col (+) Rhiz (+),44,free,inoculated,inoculated,42,13,EF_CR,Col + Rhiz,-0.10599583,-0.025171304
Epi (-) Col (+) Rhiz (+),51,free,inoculated,inoculated,1,1,EF_CR,Col + Rhiz,-0.002578372,0.013892452
Epi (-) Col (+) Rhiz (+),51,free,inoculated,inoculated,4,2,EF_CR,Col + Rhiz,-0.002578372,0.013892452
Epi (-) Col (+) Rhiz (+),51,free,inoculated,inoculated,6,3,EF_CR,Col + Rhiz,-0.002578372,0.013892452
Epi (-) Col (+) Rhiz (+),51,free,inoculated,inoculated,11,4,EF_CR,Col + Rhiz,-0.002578372,0.013892452
Epi (-) Col (+) Rhiz (+),51,free,inoculated,inoculated,14,5,EF_CR,Col + Rhiz,-0.002578372,0.013892452
Epi (-) Col (+) Rhiz (+),51,free,inoculated,inoculated,18,6,EF_CR,Col + Rhiz,-0.002578372,0.013892452
Epi (-) Col (+) Rhiz (+),51,free,inoculated,inoculated,21,7,EF_CR,Col + Rhiz,0.018271505,-0.013421814
Epi (-) Col (+) Rhiz (+),51,free,inoculated,inoculated,25,8,EF_CR,Col + Rhiz,0.039589438,-0.034234395
Epi (-) Col (+) Rhiz (+),51,free,inoculated,inoculated,28,9,EF_CR,Col + Rhiz,0.072983737,-0.058737004
Epi (-) Col (+) Rhiz (+),51,free,inoculated,inoculated,32,10,EF_CR,Col + Rhiz,0.039589438,-0.034234395
Epi (-) Col (+) Rhiz (+),51,free,inoculated,inoculated,35,11,EF_CR,Col + Rhiz,0.028782744,-0.023859948
Epi (-) Col (+) Rhiz (+),51,free,inoculated,inoculated,39,12,EF_CR,Col + Rhiz,0.039589438,-0.034234395
Epi (-) Col (+) Rhiz (+),51,free,inoculated,inoculated,42,13,EF_CR,Col + Rhiz,0.061789275,-0.051843427
Epi (-) Col (+) Rhiz (+),54,free,inoculated,inoculated,1,1,EF_CR,Col + Rhiz,-0.002578372,0.013892452
Epi (-) Col (+) Rhiz (+),54,free,inoculated,inoculated,4,2,EF_CR,Col + Rhiz,-0.002578372,0.013892452
Epi (-) Col (+) Rhiz (+),54,free,inoculated,inoculated,6,3,EF_CR,Col + Rhiz,-0.002578372,0.013892452
Epi (-) Col (+) Rhiz (+),54,free,inoculated,inoculated,11,4,EF_CR,Col + Rhiz,0.018271505,-0.013421814
Epi (-) Col (+) Rhiz (+),54,free,inoculated,inoculated,14,5,EF_CR,Col + Rhiz,0.061789275,-0.051843427
Epi (-) Col (+) Rhiz (+),54,free,inoculated,inoculated,18,6,EF_CR,Col + Rhiz,0.106292015,-0.081754966
Epi (-) Col (+) Rhiz (+),54,free,inoculated,inoculated,21,7,EF_CR,Col + Rhiz,0.106292015,-0.081754966
Epi (-) Col (+) Rhiz (+),54,free,inoculated,inoculated,25,8,EF_CR,Col + Rhiz,0.039589438,-0.034234395
Epi (-) Col (+) Rhiz (+),54,free,inoculated,inoculated,28,9,EF_CR,Col + Rhiz,0.106292015,-0.081754966
Epi (-) Col (+) Rhiz (+),54,free,inoculated,inoculated,32,10,EF_CR,Col + Rhiz,-0.002578372,0.013892452
Epi (-) Col (+) Rhiz (+),54,free,inoculated,inoculated,35,11,EF_CR,Col + Rhiz,-0.002578372,0.013892452
Epi (-) Col (+) Rhiz (+),61,free,inoculated,inoculated,1,1,EF_CR,Col + Rhiz,-0.002578372,0.013892452
Epi (-) Col (+) Rhiz (+),61,free,inoculated,inoculated,4,2,EF_CR,Col + Rhiz,-0.002578372,0.013892452
Epi (-) Col (+) Rhiz (+),61,free,inoculated,inoculated,6,3,EF_CR,Col + Rhiz,-0.002578372,0.013892452
Epi (-) Col (+) Rhiz (+),61,free,inoculated,inoculated,11,4,EF_CR,Col + Rhiz,0.028782744,-0.023859948
Epi (-) Col (+) Rhiz (+),61,free,inoculated,inoculated,14,5,EF_CR,Col + Rhiz,0.001510999,0.008416806
Epi (-) Col (+) Rhiz (+),61,free,inoculated,inoculated,18,6,EF_CR,Col + Rhiz,0.022888139,-0.021881111
Epi (-) Col (+) Rhiz (+),61,free,inoculated,inoculated,21,7,EF_CR,Col + Rhiz,0.011501686,-0.004324852
Epi (-) Col (+) Rhiz (+),61,free,inoculated,inoculated,25,8,EF_CR,Col + Rhiz,0.00789638,-0.00102731
Epi (-) Col (+) Rhiz (+),61,free,inoculated,inoculated,28,9,EF_CR,Col + Rhiz,-0.036356451,0.003588506
Epi (-) Col (+) Rhiz (+),61,free,inoculated,inoculated,32,10,EF_CR,Col + Rhiz,-0.04156833,0.001958353
Epi (-) Col (+) Rhiz (+),61,free,inoculated,inoculated,35,11,EF_CR,Col + Rhiz,-0.022756362,-0.012272858
Epi (-) Col (+) Rhiz (+),61,free,inoculated,inoculated,39,12,EF_CR,Col + Rhiz,-0.091724624,-0.016027404
Epi (-) Col (+) Rhiz (+),61,free,inoculated,inoculated,42,13,EF_CR,Col + Rhiz,-0.083245721,-0.012841417
Epi (-) Col (+) Rhiz (+),69,free,inoculated,inoculated,1,1,EF_CR,Col + Rhiz,-0.002578372,0.013892452
Epi (-) Col (+) Rhiz (+),69,free,inoculated,inoculated,4,2,EF_CR,Col + Rhiz,0.004013594,0.028671469
Epi (-) Col (+) Rhiz (+),69,free,inoculated,inoculated,6,3,EF_CR,Col + Rhiz,0.004013594,0.028671469
Epi (-) Col (+) Rhiz (+),69,free,inoculated,inoculated,11,4,EF_CR,Col + Rhiz,0.023518282,0.014522535
Epi (-) Col (+) Rhiz (+),69,free,inoculated,inoculated,14,5,EF_CR,Col + Rhiz,0.020376827,0.003067049
Epi (-) Col (+) Rhiz (+),69,free,inoculated,inoculated,18,6,EF_CR,Col + Rhiz,0.000728476,0.021315817
Epi (-) Col (+) Rhiz (+),69,free,inoculated,inoculated,21,7,EF_CR,Col + Rhiz,-0.002578372,0.013892452
Epi (-) Col (+) Rhiz (+),69,free,inoculated,inoculated,25,8,EF_CR,Col + Rhiz,-0.012728102,0.009405877
Epi (-) Col (+) Rhiz (+),69,free,inoculated,inoculated,28,9,EF_CR,Col + Rhiz,-0.002578372,0.013892452
Epi (-) Col (+) Rhiz (+),69,free,inoculated,inoculated,32,10,EF_CR,Col + Rhiz,-0.002578372,0.013892452
Epi (-) Col (+) Rhiz (+),69,free,inoculated,inoculated,35,11,EF_CR,Col + Rhiz,-0.002578372,0.013892452
Epi (-) Col (+) Rhiz (+),69,free,inoculated,inoculated,39,12,EF_CR,Col + Rhiz,-0.03943045,0.001575071
Epi (-) Col (+) Rhiz (+),69,free,inoculated,inoculated,42,13,EF_CR,Col + Rhiz,-0.10370941,-0.024281145
Epi (-) Col (+) Rhiz (+),82,free,inoculated,inoculated,1,1,EF_CR,Col + Rhiz,-0.002578372,0.013892452
Epi (-) Col (+) Rhiz (+),82,free,inoculated,inoculated,4,2,EF_CR,Col + Rhiz,0.001911309,0.025070298
Epi (-) Col (+) Rhiz (+),82,free,inoculated,inoculated,6,3,EF_CR,Col + Rhiz,-0.002578372,0.013892452
Epi (-) Col (+) Rhiz (+),82,free,inoculated,inoculated,11,4,EF_CR,Col + Rhiz,-0.002578372,0.013892452
Epi (-) Col (+) Rhiz (+),82,free,inoculated,inoculated,14,5,EF_CR,Col + Rhiz,-0.002578372,0.013892452
Epi (-) Col (+) Rhiz (+),82,free,inoculated,inoculated,18,6,EF_CR,Col + Rhiz,0.039589438,-0.034234395
Epi (-) Col (+) Rhiz (+),82,free,inoculated,inoculated,21,7,EF_CR,Col + Rhiz,0.208189409,-0.151128398
Epi (-) Col (+) Rhiz (+),82,free,inoculated,inoculated,25,8,EF_CR,Col + Rhiz,0.416341155,-0.245958953
Epi (-) Col (+) Rhiz (+),82,free,inoculated,inoculated,28,9,EF_CR,Col + Rhiz,0.208188529,-0.151128191
Epi (-) Col (+) Rhiz (+),82,free,inoculated,inoculated,32,10,EF_CR,Col + Rhiz,0.621254485,-0.336386974
Epi (-) Col (+) Rhiz (+),82,free,inoculated,inoculated,35,11,EF_CR,Col + Rhiz,-0.002578372,0.013892452
Epi (-) Col (+) Rhiz (+),85,free,inoculated,inoculated,1,1,EF_CR,Col + Rhiz,-0.002578372,0.013892452
Epi (-) Col (+) Rhiz (+),85,free,inoculated,inoculated,4,2,EF_CR,Col + Rhiz,-0.002578372,0.013892452
Epi (-) Col (+) Rhiz (+),85,free,inoculated,inoculated,6,3,EF_CR,Col + Rhiz,-0.002578372,0.013892452
Epi (-) Col (+) Rhiz (+),85,free,inoculated,inoculated,11,4,EF_CR,Col + Rhiz,0.02517489,-0.019143402
Epi (-) Col (+) Rhiz (+),85,free,inoculated,inoculated,14,5,EF_CR,Col + Rhiz,0.039589438,-0.034234395
Epi (-) Col (+) Rhiz (+),85,free,inoculated,inoculated,18,6,EF_CR,Col + Rhiz,0.113882458,-0.083224819
Epi (-) Col (+) Rhiz (+),85,free,inoculated,inoculated,21,7,EF_CR,Col + Rhiz,0.004863846,0.004075939
Epi (-) Col (+) Rhiz (+),85,free,inoculated,inoculated,25,8,EF_CR,Col + Rhiz,0.069048131,-0.066146222
Epi (-) Col (+) Rhiz (+),85,free,inoculated,inoculated,28,9,EF_CR,Col + Rhiz,-0.000289908,0.000568372
Epi (-) Col (+) Rhiz (+),85,free,inoculated,inoculated,32,10,EF_CR,Col + Rhiz,0.021021185,-0.039891495
Epi (-) Col (+) Rhiz (+),85,free,inoculated,inoculated,35,11,EF_CR,Col + Rhiz,-0.009332464,0.010843526
Epi (-) Col (+) Rhiz (+),85,free,inoculated,inoculated,39,12,EF_CR,Col + Rhiz,-0.002578372,0.013892452
Epi (-) Col (+) Rhiz (+),85,free,inoculated,inoculated,42,13,EF_CR,Col + Rhiz,-0.002578372,0.013892452
Epi (-) Col (+) Rhiz (+),100,free,inoculated,inoculated,1,1,EF_CR,Col + Rhiz,-0.002578372,0.013892452
Epi (-) Col (+) Rhiz (+),100,free,inoculated,inoculated,4,2,EF_CR,Col + Rhiz,-0.002578372,0.013892452
Epi (-) Col (+) Rhiz (+),100,free,inoculated,inoculated,6,3,EF_CR,Col + Rhiz,-0.002578372,0.013892452
Epi (-) Col (+) Rhiz (+),100,free,inoculated,inoculated,11,4,EF_CR,Col + Rhiz,0.023394864,-0.016917075
Epi (-) Col (+) Rhiz (+),100,free,inoculated,inoculated,14,5,EF_CR,Col + Rhiz,-0.02157894,-0.006547667
Epi (-) Col (+) Rhiz (+),100,free,inoculated,inoculated,18,6,EF_CR,Col + Rhiz,-0.044040571,-0.04519763
Epi (-) Col (+) Rhiz (+),100,free,inoculated,inoculated,21,7,EF_CR,Col + Rhiz,-0.198237527,-0.12532236
Epi (-) Col (+) Rhiz (+),100,free,inoculated,inoculated,25,8,EF_CR,Col + Rhiz,-0.074466689,-0.095871871
Epi (-) Col (+) Rhiz (+),100,free,inoculated,inoculated,28,9,EF_CR,Col + Rhiz,-0.055747106,-0.101264
Epi (-) Col (+) Rhiz (+),100,free,inoculated,inoculated,32,10,EF_CR,Col + Rhiz,0.004863846,0.004075939
Epi (-) Col (+) Rhiz (+),100,free,inoculated,inoculated,35,11,EF_CR,Col + Rhiz,-0.002578372,0.013892452
Epi (-) Col (+) Rhiz (+),100,free,inoculated,inoculated,39,12,EF_CR,Col + Rhiz,-0.1108495,-0.025471561
Epi (-) Col (+) Rhiz (+),100,free,inoculated,inoculated,42,13,EF_CR,Col + Rhiz,-0.651992616,-0.297464584
Epi (-) Col (+) Rhiz (+),104,free,inoculated,inoculated,1,1,EF_CR,Col + Rhiz,-0.002578372,0.013892452
Epi (-) Col (+) Rhiz (+),104,free,inoculated,inoculated,4,2,EF_CR,Col + Rhiz,-0.002578372,0.013892452
Epi (-) Col (+) Rhiz (+),104,free,inoculated,inoculated,6,3,EF_CR,Col + Rhiz,-0.002578372,0.013892452
Epi (-) Col (+) Rhiz (+),104,free,inoculated,inoculated,11,4,EF_CR,Col + Rhiz,0.004013594,0.028671469
Epi (-) Col (+) Rhiz (+),104,free,inoculated,inoculated,14,5,EF_CR,Col + Rhiz,-0.002578372,0.013892452
Epi (-) Col (+) Rhiz (+),104,free,inoculated,inoculated,18,6,EF_CR,Col + Rhiz,0.009292184,-0.006724226
Epi (-) Col (+) Rhiz (+),104,free,inoculated,inoculated,21,7,EF_CR,Col + Rhiz,0.023189644,-0.037286121
Epi (-) Col (+) Rhiz (+),104,free,inoculated,inoculated,25,8,EF_CR,Col + Rhiz,0.018514944,0.020668945
Epi (-) Col (+) Rhiz (+),104,free,inoculated,inoculated,28,9,EF_CR,Col + Rhiz,0.006879299,-0.039072329
Epi (-) Col (+) Rhiz (+),104,free,inoculated,inoculated,32,10,EF_CR,Col + Rhiz,-0.024054527,0.005982449
Epi (-) Col (+) Rhiz (+),104,free,inoculated,inoculated,35,11,EF_CR,Col + Rhiz,-0.009332464,0.010843526
Epi (-) Col (+) Rhiz (+),104,free,inoculated,inoculated,39,12,EF_CR,Col + Rhiz,-0.295692782,-0.099359183
Epi (-) Col (+) Rhiz (+),104,free,inoculated,inoculated,42,13,EF_CR,Col + Rhiz,-0.205129884,-0.076447388
Epi (-) Col (+) Rhiz (+),106,free,inoculated,inoculated,1,1,EF_CR,Col + Rhiz,-0.002578372,0.013892452
Epi (-) Col (+) Rhiz (+),106,free,inoculated,inoculated,4,2,EF_CR,Col + Rhiz,-0.002578372,0.013892452
Epi (-) Col (+) Rhiz (+),106,free,inoculated,inoculated,6,3,EF_CR,Col + Rhiz,-0.002578372,0.013892452
Epi (-) Col (+) Rhiz (+),106,free,inoculated,inoculated,11,4,EF_CR,Col + Rhiz,-0.002578372,0.013892452
Epi (-) Col (+) Rhiz (+),106,free,inoculated,inoculated,14,5,EF_CR,Col + Rhiz,-0.002578372,0.013892452
Epi (-) Col (+) Rhiz (+),106,free,inoculated,inoculated,18,6,EF_CR,Col + Rhiz,-0.002578372,0.013892452
Epi (-) Col (+) Rhiz (+),106,free,inoculated,inoculated,21,7,EF_CR,Col + Rhiz,-0.002578372,0.013892452
Epi (-) Col (+) Rhiz (+),106,free,inoculated,inoculated,25,8,EF_CR,Col + Rhiz,0.012216471,-0.065219898
Epi (-) Col (+) Rhiz (+),106,free,inoculated,inoculated,28,9,EF_CR,Col + Rhiz,-0.052846685,-0.034199004
Epi (-) Col (+) Rhiz (+),106,free,inoculated,inoculated,32,10,EF_CR,Col + Rhiz,-0.015563854,-0.016442295
Epi (-) Col (+) Rhiz (+),106,free,inoculated,inoculated,35,11,EF_CR,Col + Rhiz,0.00789638,-0.00102731
Epi (-) Col (+) Rhiz (+),106,free,inoculated,inoculated,39,12,EF_CR,Col + Rhiz,-0.018990791,0.006417385
Epi (-) Col (+) Rhiz (+),106,free,inoculated,inoculated,42,13,EF_CR,Col + Rhiz,-0.063020865,-0.006500877
Epi (-) Rhiz (+),7,free,mock,inoculated,1,1,EF_R,Rhiz,-0.002578372,0.013892452
Epi (-) Rhiz (+),7,free,mock,inoculated,4,2,EF_R,Rhiz,0.005507197,0.036368587
Epi (-) Rhiz (+),7,free,mock,inoculated,6,3,EF_R,Rhiz,0.005507197,0.036368587
Epi (-) Rhiz (+),7,free,mock,inoculated,11,4,EF_R,Rhiz,0.005507197,0.036368587
Epi (-) Rhiz (+),7,free,mock,inoculated,14,5,EF_R,Rhiz,0.007531106,0.047383352
Epi (-) Rhiz (+),7,free,mock,inoculated,18,6,EF_R,Rhiz,0.007531106,0.047383352
Epi (-) Rhiz (+),7,free,mock,inoculated,21,7,EF_R,Rhiz,0.005507197,0.036368587
Epi (-) Rhiz (+),7,free,mock,inoculated,25,8,EF_R,Rhiz,0.01183324,0.057909672
Epi (-) Rhiz (+),7,free,mock,inoculated,28,9,EF_R,Rhiz,0.09456715,0.086240025
Epi (-) Rhiz (+),7,free,mock,inoculated,32,10,EF_R,Rhiz,0.410872448,0.603943279
Epi (-) Rhiz (+),18,free,mock,inoculated,1,1,EF_R,Rhiz,-0.002578372,0.013892452
Epi (-) Rhiz (+),18,free,mock,inoculated,4,2,EF_R,Rhiz,0.016658391,0.071388193
Epi (-) Rhiz (+),18,free,mock,inoculated,6,3,EF_R,Rhiz,0.015515617,0.075009035
Epi (-) Rhiz (+),18,free,mock,inoculated,11,4,EF_R,Rhiz,0.009657564,0.053026943
Epi (-) Rhiz (+),18,free,mock,inoculated,14,5,EF_R,Rhiz,0.002992664,0.031172651
Epi (-) Rhiz (+),18,free,mock,inoculated,18,6,EF_R,Rhiz,-0.002578372,0.013892452
Epi (-) Rhiz (+),18,free,mock,inoculated,21,7,EF_R,Rhiz,-0.002578372,0.013892452
Epi (-) Rhiz (+),18,free,mock,inoculated,25,8,EF_R,Rhiz,0.003488096,0.005895841
Epi (-) Rhiz (+),18,free,mock,inoculated,28,9,EF_R,Rhiz,0.018271505,-0.013421814
Epi (-) Rhiz (+),18,free,mock,inoculated,32,10,EF_R,Rhiz,0.018271505,-0.013421814
Epi (-) Rhiz (+),18,free,mock,inoculated,35,11,EF_R,Rhiz,-0.141728944,0.72268605
Epi (-) Rhiz (+),18,free,mock,inoculated,39,12,EF_R,Rhiz,-0.002578372,0.013892452
Epi (-) Rhiz (+),18,free,mock,inoculated,42,13,EF_R,Rhiz,-0.002578372,0.013892452
Epi (-) Rhiz (+),30,free,mock,inoculated,1,1,EF_R,Rhiz,-0.002578372,0.013892452
Epi (-) Rhiz (+),30,free,mock,inoculated,4,2,EF_R,Rhiz,-0.002578372,0.013892452
Epi (-) Rhiz (+),30,free,mock,inoculated,6,3,EF_R,Rhiz,-0.002578372,0.013892452
Epi (-) Rhiz (+),30,free,mock,inoculated,11,4,EF_R,Rhiz,0.031729138,0.116504097
Epi (-) Rhiz (+),30,free,mock,inoculated,14,5,EF_R,Rhiz,0.017748712,0.078251691
Epi (-) Rhiz (+),30,free,mock,inoculated,18,6,EF_R,Rhiz,0.01183324,0.057909672
Epi (-) Rhiz (+),30,free,mock,inoculated,21,7,EF_R,Rhiz,-0.002578372,0.013892452
Epi (-) Rhiz (+),30,free,mock,inoculated,25,8,EF_R,Rhiz,-0.034508632,0.001879256
Epi (-) Rhiz (+),30,free,mock,inoculated,28,9,EF_R,Rhiz,-0.034508632,0.001879256
Epi (-) Rhiz (+),30,free,mock,inoculated,32,10,EF_R,Rhiz,-0.022440122,0.006551858
Epi (-) Rhiz (+),30,free,mock,inoculated,35,11,EF_R,Rhiz,-0.022440122,0.006551858
Epi (-) Rhiz (+),43,free,mock,inoculated,1,1,EF_R,Rhiz,-0.002578372,0.013892452
Epi (-) Rhiz (+),43,free,mock,inoculated,4,2,EF_R,Rhiz,-0.002578372,0.013892452
Epi (-) Rhiz (+),43,free,mock,inoculated,6,3,EF_R,Rhiz,-0.002578372,0.013892452
Epi (-) Rhiz (+),43,free,mock,inoculated,11,4,EF_R,Rhiz,0.005507197,0.036368587
Epi (-) Rhiz (+),43,free,mock,inoculated,14,5,EF_R,Rhiz,0.000728476,0.021315817
Epi (-) Rhiz (+),43,free,mock,inoculated,18,6,EF_R,Rhiz,-0.002578372,0.013892452
Epi (-) Rhiz (+),43,free,mock,inoculated,21,7,EF_R,Rhiz,-0.002578372,0.013892452
Epi (-) Rhiz (+),43,free,mock,inoculated,25,8,EF_R,Rhiz,0.018271505,-0.013421814
Epi (-) Rhiz (+),43,free,mock,inoculated,28,9,EF_R,Rhiz,0.028782744,-0.023859948
Epi (-) Rhiz (+),43,free,mock,inoculated,32,10,EF_R,Rhiz,0.018271505,-0.013421814
Epi (-) Rhiz (+),43,free,mock,inoculated,35,11,EF_R,Rhiz,0.028782744,-0.023859948
Epi (-) Rhiz (+),43,free,mock,inoculated,39,12,EF_R,Rhiz,0.05043948,-0.042940766
Epi (-) Rhiz (+),43,free,mock,inoculated,42,13,EF_R,Rhiz,-0.01551374,0.008536519
Epi (-) Rhiz (+),50,free,mock,inoculated,1,1,EF_R,Rhiz,-0.002578372,0.013892452
Epi (-) Rhiz (+),50,free,mock,inoculated,4,2,EF_R,Rhiz,-0.002578372,0.013892452
Epi (-) Rhiz (+),50,free,mock,inoculated,6,3,EF_R,Rhiz,-0.002578372,0.013892452
Epi (-) Rhiz (+),50,free,mock,inoculated,11,4,EF_R,Rhiz,0.031729138,0.116504097
Epi (-) Rhiz (+),50,free,mock,inoculated,14,5,EF_R,Rhiz,0.005507197,0.036368587
Epi (-) Rhiz (+),50,free,mock,inoculated,18,6,EF_R,Rhiz,-0.002578372,0.013892452
Epi (-) Rhiz (+),50,free,mock,inoculated,21,7,EF_R,Rhiz,-0.002578372,0.013892452
Epi (-) Rhiz (+),50,free,mock,inoculated,25,8,EF_R,Rhiz,0.003488096,0.005895841
Epi (-) Rhiz (+),50,free,mock,inoculated,28,9,EF_R,Rhiz,0.003488096,0.005895841
Epi (-) Rhiz (+),50,free,mock,inoculated,32,10,EF_R,Rhiz,0.00789638,-0.00102731
Epi (-) Rhiz (+),50,free,mock,inoculated,35,11,EF_R,Rhiz,-0.002578372,0.013892452
Epi (-) Rhiz (+),50,free,mock,inoculated,39,12,EF_R,Rhiz,-0.002578372,0.013892452
Epi (-) Rhiz (+),50,free,mock,inoculated,42,13,EF_R,Rhiz,-0.002578372,0.013892452
Epi (-) Rhiz (+),52,free,mock,inoculated,1,1,EF_R,Rhiz,-0.002578372,0.013892452
Epi (-) Rhiz (+),52,free,mock,inoculated,4,2,EF_R,Rhiz,0.013600637,0.068173976
Epi (-) Rhiz (+),52,free,mock,inoculated,6,3,EF_R,Rhiz,-0.002578372,0.013892452
Epi (-) Rhiz (+),52,free,mock,inoculated,11,4,EF_R,Rhiz,-0.002578372,0.013892452
Epi (-) Rhiz (+),52,free,mock,inoculated,14,5,EF_R,Rhiz,-0.002578372,0.013892452
Epi (-) Rhiz (+),52,free,mock,inoculated,18,6,EF_R,Rhiz,-0.002578372,0.013892452
Epi (-) Rhiz (+),52,free,mock,inoculated,21,7,EF_R,Rhiz,-0.002578372,0.013892452
