"","PLANT_ID","days","Survey.event","Treat","EPICHL_TRT","COLLET_TRT","RHIZOC_TRT","NMDS1","NMDS2"
"249","118",18,6,"Epi (+) Col (+) Rhiz (+)","inoculated","inoculated","inoculated",-0.00949192473168173,-0.0548549561598598
"250","118",21,7,"Epi (+) Col (+) Rhiz (+)","inoculated","inoculated","inoculated",-0.00604454745921372,-0.0535400208448049
"251","118",25,8,"Epi (+) Col (+) Rhiz (+)","inoculated","inoculated","inoculated",0.0726355572235254,0.000839154059361173
"252","118",28,9,"Epi (+) Col (+) Rhiz (+)","inoculated","inoculated","inoculated",-0.00744013478941865,-0.0160681804564693
"253","118",32,10,"Epi (+) Col (+) Rhiz (+)","inoculated","inoculated","inoculated",-0.0108710938108533,0.00193080009378535
"254","118",35,11,"Epi (+) Col (+) Rhiz (+)","inoculated","inoculated","inoculated",-0.00744013478941865,-0.0160681804564693
"255","118",39,12,"Epi (+) Col (+) Rhiz (+)","inoculated","inoculated","inoculated",-0.00744013478941865,-0.0160681804564693
"256","118",4,2,"Epi (+) Col (+) Rhiz (+)","inoculated","inoculated","inoculated",-0.00744013478941865,-0.0160681804564693
"257","118",42,13,"Epi (+) Col (+) Rhiz (+)","inoculated","inoculated","inoculated",-0.00744013478941865,-0.0160681804564693
"258","118",6,3,"Epi (+) Col (+) Rhiz (+)","inoculated","inoculated","inoculated",-0.00539358055513894,-0.0224068502199817
"259","119",1,1,"Epi (+) Col (+) Rhiz (+)","inoculated","inoculated","inoculated",-0.00744013478941865,-0.0160681804564693
"260","119",11,4,"Epi (+) Col (+) Rhiz (+)","inoculated","inoculated","inoculated",0.00753339326346803,-0.00306144868808122
"261","119",14,5,"Epi (+) Col (+) Rhiz (+)","inoculated","inoculated","inoculated",0.0343124736653585,0.0167171069418202
"262","119",18,6,"Epi (+) Col (+) Rhiz (+)","inoculated","inoculated","inoculated",0.128024252049951,0.058944820860736
"263","119",21,7,"Epi (+) Col (+) Rhiz (+)","inoculated","inoculated","inoculated",-0.00744013478941865,-0.0160681804564693
"264","119",25,8,"Epi (+) Col (+) Rhiz (+)","inoculated","inoculated","inoculated",-0.0105619616306069,-0.0129993843130921
"265","119",28,9,"Epi (+) Col (+) Rhiz (+)","inoculated","inoculated","inoculated",-0.00744013478941864,-0.0160681804564693
"266","119",32,10,"Epi (+) Col (+) Rhiz (+)","inoculated","inoculated","inoculated",-0.00744013478941865,-0.0160681804564693
"267","119",35,11,"Epi (+) Col (+) Rhiz (+)","inoculated","inoculated","inoculated",-0.00744013478941865,-0.0160681804564693
"268","119",39,12,"Epi (+) Col (+) Rhiz (+)","inoculated","inoculated","inoculated",-0.0168378487798795,-0.0088092671839712
"269","119",4,2,"Epi (+) Col (+) Rhiz (+)","inoculated","inoculated","inoculated",-0.00744013478941865,-0.0160681804564693
"270","119",42,13,"Epi (+) Col (+) Rhiz (+)","inoculated","inoculated","inoculated",-0.00571659957287275,-0.00200202103476837
"271","119",6,3,"Epi (+) Col (+) Rhiz (+)","inoculated","inoculated","inoculated",-0.00744013478941865,-0.0160681804564693
"272","12",1,1,"Epi (-) Col (+)","free","inoculated","mock",-0.00744013478941865,-0.0160681804564693
"273","12",11,4,"Epi (-) Col (+)","free","inoculated","mock",-0.00744013478941865,-0.0160681804564693
"274","12",14,5,"Epi (-) Col (+)","free","inoculated","mock",-0.00744013478941865,-0.0160681804564693
"275","12",18,6,"Epi (-) Col (+)","free","inoculated","mock",-0.00744013478941865,-0.0160681804564693
"276","12",21,7,"Epi (-) Col (+)","free","inoculated","mock",0.0479734484794224,0.0254875020883484
"277","12",25,8,"Epi (-) Col (+)","free","inoculated","mock",0.0210648815097466,0.00789205998749672
"278","12",28,9,"Epi (-) Col (+)","free","inoculated","mock",0.0210648815097466,0.00789205998749672
"279","12",32,10,"Epi (-) Col (+)","free","inoculated","mock",0.0479734484794224,0.0254875020883484
"280","12",35,11,"Epi (-) Col (+)","free","inoculated","mock",-0.00744013478941865,-0.0160681804564693
"281","12",39,12,"Epi (-) Col (+)","free","inoculated","mock",-0.00744013478941864,-0.0160681804564693
"282","12",4,2,"Epi (-) Col (+)","free","inoculated","mock",-0.00744013478941865,-0.0160681804564693
"283","12",6,3,"Epi (-) Col (+)","free","inoculated","mock",-0.00744013478941865,-0.0160681804564693
"284","120",21,7,"Epi (-) Rhiz (+)","free","mock","inoculated",0.00303721021350397,-0.00735237056587665
"285","120",25,8,"Epi (-) Rhiz (+)","free","mock","inoculated",0.415567802622029,0.191000927939374
"286","120",28,9,"Epi (-) Rhiz (+)","free","mock","inoculated",0.0210648815097466,0.00789205998749672
"287","120",32,10,"Epi (-) Rhiz (+)","free","mock","inoculated",-0.00744013478941865,-0.0160681804564693
"288","120",35,11,"Epi (-) Rhiz (+)","free","mock","inoculated",-0.00744013478941865,-0.0160681804564693
"289","120",39,12,"Epi (-) Rhiz (+)","free","mock","inoculated",-0.00744013478941865,-0.0160681804564693
"290","120",42,13,"Epi (-) Rhiz (+)","free","mock","inoculated",-0.00744013478941865,-0.0160681804564693
"291","121",1,1,"Epi (+)","inoculated","mock","mock",-0.00744013478941865,-0.0160681804564693
"292","121",11,4,"Epi (+)","inoculated","mock","mock",-0.00517544535913175,-0.0289033391597911
"293","121",14,5,"Epi (+)","inoculated","mock","mock",-0.00517544535913175,-0.0289033391597911
"294","121",18,6,"Epi (+)","inoculated","mock","mock",0.0210648815097466,0.00789205998749672
"295","121",21,7,"Epi (+)","inoculated","mock","mock",0.00753339326346803,-0.00306144868808122
"296","121",25,8,"Epi (+)","inoculated","mock","mock",-0.00744013478941865,-0.0160681804564693
"297","121",28,9,"Epi (+)","inoculated","mock","mock",-0.00744013478941864,-0.0160681804564693
"298","121",32,10,"Epi (+)","inoculated","mock","mock",-0.00744013478941865,-0.0160681804564693
"299","121",35,11,"Epi (+)","inoculated","mock","mock",-0.00744013478941865,-0.0160681804564693
"300","121",39,12,"Epi (+)","inoculated","mock","mock",-0.0168378487798795,-0.0088092671839712
"301","121",4,2,"Epi (+)","inoculated","mock","mock",-0.00744013478941865,-0.0160681804564693
"302","121",42,13,"Epi (+)","inoculated","mock","mock",-0.0105619616306069,-0.0129993843130921
"303","121",6,3,"Epi (+)","inoculated","mock","mock",-0.00744013478941865,-0.0160681804564693
"304","122",1,1,"Epi (+) Col (+)","inoculated","inoculated","mock",-0.00744013478941865,-0.0160681804564693
"305","122",11,4,"Epi (+) Col (+)","inoculated","inoculated","mock",-0.00744013478941865,-0.0160681804564693
"306","122",14,5,"Epi (+) Col (+)","inoculated","inoculated","mock",-0.00744013478941865,-0.0160681804564693
"307","122",18,6,"Epi (+) Col (+)","inoculated","inoculated","mock",-0.00744013478941865,-0.0160681804564693
"308","122",21,7,"Epi (+) Col (+)","inoculated","inoculated","mock",-0.00744013478941865,-0.0160681804564693
"309","122",25,8,"Epi (+) Col (+)","inoculated","inoculated","mock",-0.00744013478941865,-0.0160681804564693
"310","122",28,9,"Epi (+) Col (+)","inoculated","inoculated","mock",-0.00744013478941865,-0.0160681804564693
"311","122",32,10,"Epi (+) Col (+)","inoculated","inoculated","mock",-0.00744013478941865,-0.0160681804564693
"312","122",35,11,"Epi (+) Col (+)","inoculated","inoculated","mock",-0.00744013478941865,-0.0160681804564693
"313","122",39,12,"Epi (+) Col (+)","inoculated","inoculated","mock",-0.00744013478941865,-0.0160681804564693
"314","122",4,2,"Epi (+) Col (+)","inoculated","inoculated","mock",-0.00744013478941865,-0.0160681804564693
"315","122",42,13,"Epi (+) Col (+)","inoculated","inoculated","mock",0.0479734484794224,0.0254875020883484
"316","122",6,3,"Epi (+) Col (+)","inoculated","inoculated","mock",-0.00744013478941865,-0.0160681804564693
"317","123",1,1,"Epi (+) Col (+) Rhiz (+)","inoculated","inoculated","inoculated",-0.00744013478941865,-0.0160681804564693
"318","123",11,4,"Epi (+) Col (+) Rhiz (+)","inoculated","inoculated","inoculated",0.00753339326346803,-0.00306144868808122
"319","123",14,5,"Epi (+) Col (+) Rhiz (+)","inoculated","inoculated","inoculated",0.0210648815097466,0.00789205998749672
"320","123",18,6,"Epi (+) Col (+) Rhiz (+)","inoculated","inoculated","inoculated",0.0210648815097466,0.00789205998749672
"321","123",21,7,"Epi (+) Col (+) Rhiz (+)","inoculated","inoculated","inoculated",0.0614194947783794,0.0320126957151845
"322","123",25,8,"Epi (+) Col (+) Rhiz (+)","inoculated","inoculated","inoculated",0.0210648815097466,0.00789205998749672
"323","123",28,9,"Epi (+) Col (+) Rhiz (+)","inoculated","inoculated","inoculated",0.243493183440848,0.117391364260791
"324","123",32,10,"Epi (+) Col (+) Rhiz (+)","inoculated","inoculated","inoculated",0.00753339326346803,-0.00306144868808122
"325","123",35,11,"Epi (+) Col (+) Rhiz (+)","inoculated","inoculated","inoculated",-0.00744013478941865,-0.0160681804564693
"326","123",4,2,"Epi (+) Col (+) Rhiz (+)","inoculated","inoculated","inoculated",-0.00744013478941865,-0.0160681804564693
"327","123",6,3,"Epi (+) Col (+) Rhiz (+)","inoculated","inoculated","inoculated",-0.0050030637792422,-0.0332015049913855
"328","124",1,1,"Epi (-)","free","mock","mock",-0.00744013478941865,-0.0160681804564693
"329","124",11,4,"Epi (-)","free","mock","mock",-0.0050030637792422,-0.0332015049913855
"330","124",14,5,"Epi (-)","free","mock","mock",-0.0107731983911111,-0.0374674039485857
"331","124",18,6,"Epi (-)","free","mock","mock",0.0563964383748503,0.00528955220686988
"332","124",21,7,"Epi (-)","free","mock","mock",-0.00168967498064462,-0.00211590361715909
"333","124",25,8,"Epi (-)","free","mock","mock",-0.0378526220245019,0.0420235877000716
"334","124",28,9,"Epi (-)","free","mock","mock",-0.0917034635664609,0.0854122961889643
"335","124",32,10,"Epi (-)","free","mock","mock",-0.107651171208708,0.145828586601711
"336","124",35,11,"Epi (-)","free","mock","mock",-0.0716298074336783,0.233867944033364
"337","124",39,12,"Epi (-)","free","mock","mock",-0.0424088415175262,0.00709795207607261
"338","124",4,2,"Epi (-)","free","mock","mock",-0.00583635437042651,-0.0245916324330824
"339","124",42,13,"Epi (-)","free","mock","mock",-0.087698643210305,0.0424587113294233
"340","124",6,3,"Epi (-)","free","mock","mock",-0.00744013478941865,-0.0160681804564693
"341","125",1,1,"Epi (+) Rhiz (+)","inoculated","mock","inoculated",-0.00744013478941865,-0.0160681804564693
"342","125",11,4,"Epi (+) Rhiz (+)","inoculated","mock","inoculated",-0.00744013478941865,-0.0160681804564693
"343","125",14,5,"Epi (+) Rhiz (+)","inoculated","mock","inoculated",-0.00744013478941865,-0.0160681804564693
"344","125",18,6,"Epi (+) Rhiz (+)","inoculated","mock","inoculated",0.00112812324626776,-0.00894840656764146
"345","125",21,7,"Epi (+) Rhiz (+)","inoculated","mock","inoculated",0.00753339326346803,-0.00306144868808122
"346","125",25,8,"Epi (+) Rhiz (+)","inoculated","mock","inoculated",0.00112812324626776,-0.00894840656764146
"347","125",28,9,"Epi (+) Rhiz (+)","inoculated","mock","inoculated",0.00753339326346803,-0.00306144868808122
"348","125",32,10,"Epi (+) Rhiz (+)","inoculated","mock","inoculated",-0.00744013478941865,-0.0160681804564693
"349","125",35,11,"Epi (+) Rhiz (+)","inoculated","mock","inoculated",-0.00744013478941865,-0.0160681804564693
"350","125",39,12,"Epi (+) Rhiz (+)","inoculated","mock","inoculated",-0.0133900025724415,-0.0108462248994048
"351","125",4,2,"Epi (+) Rhiz (+)","inoculated","mock","inoculated",-0.00744013478941865,-0.0160681804564693
"352","125",42,13,"Epi (+) Rhiz (+)","inoculated","mock","inoculated",-0.00744013478941865,-0.0160681804564693
"353","125",6,3,"Epi (+) Rhiz (+)","inoculated","mock","inoculated",-0.00744013478941865,-0.0160681804564693
"354","126",1,1,"Epi (+) Rhiz (+)","inoculated","mock","inoculated",-0.00744013478941865,-0.0160681804564693
"355","126",11,4,"Epi (+) Rhiz (+)","inoculated","mock","inoculated",0.00303721021350397,-0.00735237056587665
"356","126",14,5,"Epi (+) Rhiz (+)","inoculated","mock","inoculated",0.00303721021350397,-0.00735237056587665
"357","126",18,6,"Epi (+) Rhiz (+)","inoculated","mock","inoculated",-0.0168150259103568,-0.0336346974980403
"358","126",21,7,"Epi (+) Rhiz (+)","inoculated","mock","inoculated",-0.00744013478941865,-0.0160681804564693
"359","126",25,8,"Epi (+) Rhiz (+)","inoculated","mock","inoculated",-0.0114718670235784,-0.0122480226818077
"360","126",28,9,"Epi (+) Rhiz (+)","inoculated","mock","inoculated",0.0196283764311514,0.0445851399546375
"361","126",32,10,"Epi (+) Rhiz (+)","inoculated","mock","inoculated",0.0360224342418519,0.0853287192468154
"362","126",35,11,"Epi (+) Rhiz (+)","inoculated","mock","inoculated",-0.0213747799488842,0.0273627664429719
"363","126",39,12,"Epi (+) Rhiz (+)","inoculated","mock","inoculated",-0.234481673780917,0.154279909096058
"364","126",4,2,"Epi (+) Rhiz (+)","inoculated","mock","inoculated",-0.00744013478941865,-0.0160681804564693
"365","126",42,13,"Epi (+) Rhiz (+)","inoculated","mock","inoculated",-0.417769196908117,0.288306832571983
"366","126",6,3,"Epi (+) Rhiz (+)","inoculated","mock","inoculated",-0.00744013478941865,-0.0160681804564693
"367","127",1,1,"Epi (+)","inoculated","mock","mock",-0.00744013478941865,-0.0160681804564693
"368","127",11,4,"Epi (+)","inoculated","mock","mock",-0.00744013478941865,-0.0160681804564693
"369","127",14,5,"Epi (+)","inoculated","mock","mock",-0.00744013478941865,-0.0160681804564693
"370","127",18,6,"Epi (+)","inoculated","mock","mock",0.0343124736653586,0.0167171069418202
"371","127",21,7,"Epi (+)","inoculated","mock","mock",0.0282617658805254,0.0998952388325306
"372","127",25,8,"Epi (+)","inoculated","mock","mock",-0.0543784468188162,0.0546504064950074
"373","127",28,9,"Epi (+)","inoculated","mock","mock",-0.00982252680120824,0.0835738821906608
"374","127",32,10,"Epi (+)","inoculated","mock","mock",-0.022944192487698,-0.00441754369433882
"375","127",35,11,"Epi (+)","inoculated","mock","mock",-0.00744013478941865,-0.0160681804564693
"376","127",39,12,"Epi (+)","inoculated","mock","mock",-0.168286118200025,0.0951359974334791
"377","127",4,2,"Epi (+)","inoculated","mock","mock",-0.00583635437042651,-0.0245916324330824
"378","127",42,13,"Epi (+)","inoculated","mock","mock",-0.132830098162971,0.0748260314457632
"379","127",6,3,"Epi (+)","inoculated","mock","mock",-0.00744013478941865,-0.0160681804564693
"380","128",1,1,"Epi (-) Col (+)","free","inoculated","mock",-0.00744013478941865,-0.0160681804564693
"381","128",11,4,"Epi (-) Col (+)","free","inoculated","mock",-0.00744013478941865,-0.0160681804564693
"382","128",14,5,"Epi (-) Col (+)","free","inoculated","mock",0.0264525472497934,-0.0195531122100008
"383","128",18,6,"Epi (-) Col (+)","free","inoculated","mock",-0.00467234140422757,-0.0413594864505904
"384","128",21,7,"Epi (-) Col (+)","free","inoculated","mock",-0.00744013478941865,-0.0160681804564693
"385","128",25,8,"Epi (-) Col (+)","free","inoculated","mock",-0.00744013478941865,-0.0160681804564693
"386","128",28,9,"Epi (-) Col (+)","free","inoculated","mock",-0.00744013478941865,-0.0160681804564693
"387","128",32,10,"Epi (-) Col (+)","free","inoculated","mock",-0.00744013478941865,-0.0160681804564693
"388","128",35,11,"Epi (-) Col (+)","free","inoculated","mock",-0.00744013478941865,-0.0160681804564693
"389","128",39,12,"Epi (-) Col (+)","free","inoculated","mock",-0.0133900025724415,-0.0108462248994048
"390","128",4,2,"Epi (-) Col (+)","free","inoculated","mock",-0.0050030637792422,-0.0332015049913855
"391","128",42,13,"Epi (-) Col (+)","free","inoculated","mock",-0.00744013478941865,-0.0160681804564693
"392","128",6,3,"Epi (-) Col (+)","free","inoculated","mock",-0.0050030637792422,-0.0332015049913855
"393","129",1,1,"Epi (+) Col (+) Rhiz (+)","inoculated","inoculated","inoculated",-0.00744013478941865,-0.0160681804564693
"394","129",11,4,"Epi (+) Col (+) Rhiz (+)","inoculated","inoculated","inoculated",-0.00744013478941865,-0.0160681804564693
"395","129",14,5,"Epi (+) Col (+) Rhiz (+)","inoculated","inoculated","inoculated",-0.00262089743819627,-0.0123563745613081
"396","129",18,6,"Epi (+) Col (+) Rhiz (+)","inoculated","inoculated","inoculated",0.00303721021350397,-0.00735237056587665
"397","129",21,7,"Epi (+) Col (+) Rhiz (+)","inoculated","inoculated","inoculated",-0.00507491897432804,0.0238645983161955
"398","129",25,8,"Epi (+) Col (+) Rhiz (+)","inoculated","inoculated","inoculated",-0.0179375616079422,0.00231492898543958
"399","129",28,9,"Epi (+) Col (+) Rhiz (+)","inoculated","inoculated","inoculated",-0.0276804068544062,0.0212850366998342
"400","129",32,10,"Epi (+) Col (+) Rhiz (+)","inoculated","inoculated","inoculated",-0.0448516276897197,0.0332638034671427
"401","129",35,11,"Epi (+) Col (+) Rhiz (+)","inoculated","inoculated","inoculated",-0.0326729706953054,-0.000373681388677694
"402","129",39,12,"Epi (+) Col (+) Rhiz (+)","inoculated","inoculated","inoculated",-0.112697843838148,0.0568940897760348
"403","129",4,2,"Epi (+) Col (+) Rhiz (+)","inoculated","inoculated","inoculated",-0.00744013478941865,-0.0160681804564693
"404","129",42,13,"Epi (+) Col (+) Rhiz (+)","inoculated","inoculated","inoculated",-0.0294699156410144,-0.00141041094115346
"405","129",6,3,"Epi (+) Col (+) Rhiz (+)","inoculated","inoculated","inoculated",-0.00744013478941865,-0.0160681804564693
"406","13",1,1,"Epi (+) Col (+)","inoculated","inoculated","mock",-0.00744013478941865,-0.0160681804564693
"407","13",11,4,"Epi (+) Col (+)","inoculated","inoculated","mock",-0.00744013478941865,-0.0160681804564693
"408","13",14,5,"Epi (+) Col (+)","inoculated","inoculated","mock",-0.00744013478941865,-0.0160681804564693
"409","13",18,6,"Epi (+) Col (+)","inoculated","inoculated","mock",-0.00744013478941865,-0.0160681804564693
"410","13",21,7,"Epi (+) Col (+)","inoculated","inoculated","mock",-0.00744013478941865,-0.0160681804564693
"411","13",25,8,"Epi (+) Col (+)","inoculated","inoculated","mock",0.0479734484794224,0.0254875020883484
"412","13",28,9,"Epi (+) Col (+)","inoculated","inoculated","mock",0.10160367692514,0.0493412065271549
"413","13",32,10,"Epi (+) Col (+)","inoculated","inoculated","mock",-0.00744013478941865,-0.0160681804564693
"414","13",35,11,"Epi (+) Col (+)","inoculated","inoculated","mock",-0.00744013478941865,-0.0160681804564693
"415","13",39,12,"Epi (+) Col (+)","inoculated","inoculated","mock",-0.00744013478941865,-0.0160681804564693
"416","13",4,2,"Epi (+) Col (+)","inoculated","inoculated","mock",-0.00744013478941865,-0.0160681804564693
"417","13",6,3,"Epi (+) Col (+)","inoculated","inoculated","mock",-0.00744013478941865,-0.0160681804564693
"418","130",1,1,"Epi (+) Col (+)","inoculated","inoculated","mock",-0.00744013478941865,-0.0160681804564693
"419","130",11,4,"Epi (+) Col (+)","inoculated","inoculated","mock",-0.00744013478941865,-0.0160681804564693
"420","130",14,5,"Epi (+) Col (+)","inoculated","inoculated","mock",-0.00744013478941865,-0.0160681804564693
"421","130",18,6,"Epi (+) Col (+)","inoculated","inoculated","mock",-0.00744013478941865,-0.0160681804564693
"422","130",21,7,"Epi (+) Col (+)","inoculated","inoculated","mock",-0.00744013478941865,-0.0160681804564693
"423","130",25,8,"Epi (+) Col (+)","inoculated","inoculated","mock",-0.0707963708598043,0.0824814399925502
"424","130",28,9,"Epi (+) Col (+)","inoculated","inoculated","mock",-0.043340108301912,0.133275895809109
"425","130",32,10,"Epi (+) Col (+)","inoculated","inoculated","mock",-0.0720818318084882,0.116190732863761
"426","130",35,11,"Epi (+) Col (+)","inoculated","inoculated","mock",-0.0207219104095369,0.107584337758918
"427","130",39,12,"Epi (+) Col (+)","inoculated","inoculated","mock",-0.163578131535557,0.263122870673665
"428","130",4,2,"Epi (+) Col (+)","inoculated","inoculated","mock",-0.00744013478941865,-0.0160681804564693
"429","130",42,13,"Epi (+) Col (+)","inoculated","inoculated","mock",-0.132830098162971,0.0748260314457632
"430","130",6,3,"Epi (+) Col (+)","inoculated","inoculated","mock",-0.00583635437042651,-0.0245916324330824
"431","131",1,1,"Epi (+) Col (+)","inoculated","inoculated","mock",-0.00744013478941865,-0.0160681804564693
"432","131",11,4,"Epi (+) Col (+)","inoculated","inoculated","mock",-0.00744013478941865,-0.0160681804564693
"433","131",14,5,"Epi (+) Col (+)","inoculated","inoculated","mock",-0.00744013478941865,-0.0160681804564693
"434","131",18,6,"Epi (+) Col (+)","inoculated","inoculated","mock",0.00753339326346803,-0.00306144868808122
"435","131",21,7,"Epi (+) Col (+)","inoculated","inoculated","mock",0.0614194947783794,0.0320126957151845
"436","131",25,8,"Epi (+) Col (+)","inoculated","inoculated","mock",0.0453594525644787,0.101575967510912
"437","131",28,9,"Epi (+) Col (+)","inoculated","inoculated","mock",-0.00948799003937412,0.147983134114386
"438","131",32,10,"Epi (+) Col (+)","inoculated","inoculated","mock",-0.0133900025724415,-0.0108462248994048
"439","131",35,11,"Epi (+) Col (+)","inoculated","inoculated","mock",-0.00744013478941865,-0.0160681804564693
"440","131",4,2,"Epi (+) Col (+)","inoculated","inoculated","mock",-0.0050030637792422,-0.0332015049913855
"441","131",6,3,"Epi (+) Col (+)","inoculated","inoculated","mock",-0.0050030637792422,-0.0332015049913855
"442","132",1,1,"Epi (+) Col (+) Rhiz (+)","inoculated","inoculated","inoculated",-0.00744013478941865,-0.0160681804564693
"443","132",11,4,"Epi (+) Col (+) Rhiz (+)","inoculated","inoculated","inoculated",-0.00744013478941865,-0.0160681804564693
"444","132",14,5,"Epi (+) Col (+) Rhiz (+)","inoculated","inoculated","inoculated",-0.00744013478941865,-0.0160681804564693
"445","132",18,6,"Epi (+) Col (+) Rhiz (+)","inoculated","inoculated","inoculated",-0.00744013478941865,-0.0160681804564693
"446","132",21,7,"Epi (+) Col (+) Rhiz (+)","inoculated","inoculated","inoculated",-0.00744013478941865,-0.0160681804564693
"447","132",25,8,"Epi (+) Col (+) Rhiz (+)","inoculated","inoculated","inoculated",0.00753339326346803,-0.00306144868808122
"448","132",28,9,"Epi (+) Col (+) Rhiz (+)","inoculated","inoculated","inoculated",0.0752080184811863,0.0389164851477168
"449","132",32,10,"Epi (+) Col (+) Rhiz (+)","inoculated","inoculated","inoculated",0.150902233222896,0.0624551861917217
"450","132",35,11,"Epi (+) Col (+) Rhiz (+)","inoculated","inoculated","inoculated",0.00112812324626776,-0.00894840656764146
"451","132",39,12,"Epi (+) Col (+) Rhiz (+)","inoculated","inoculated","inoculated",0.00112812324626776,-0.00894840656764146
"452","132",4,2,"Epi (+) Col (+) Rhiz (+)","inoculated","inoculated","inoculated",-0.00744013478941865,-0.0160681804564693
"453","132",42,13,"Epi (+) Col (+) Rhiz (+)","inoculated","inoculated","inoculated",-0.00744013478941865,-0.0160681804564693
"454","132",6,3,"Epi (+) Col (+) Rhiz (+)","inoculated","inoculated","inoculated",-0.00744013478941865,-0.0160681804564693
"455","133",1,1,"Epi (-)","free","mock","mock",-0.00744013478941865,-0.0160681804564693
"456","133",11,4,"Epi (-)","free","mock","mock",-0.00558833784648693,-0.0467825230215093
"457","133",14,5,"Epi (-)","free","mock","mock",0.0164610585254243,-0.0384014133041942
"458","133",18,6,"Epi (-)","free","mock","mock",-0.00965456810691354,-0.0136622034746985
"459","133",21,7,"Epi (-)","free","mock","mock",-0.0163117302305429,-0.00942576307339822
"460","133",25,8,"Epi (-)","free","mock","mock",-0.0163117302305429,-0.00942576307339822
"461","133",28,9,"Epi (-)","free","mock","mock",-0.0314039238712918,-0.000132631506747397
"462","133",32,10,"Epi (-)","free","mock","mock",-0.0375059828081515,0.00560410867610288
"463","133",35,11,"Epi (-)","free","mock","mock",-0.0273255146230779,-0.00284347364876427
"464","133",39,12,"Epi (-)","free","mock","mock",-0.0273255146230779,-0.00284347364876427
"465","133",4,2,"Epi (-)","free","mock","mock",-0.0050030637792422,-0.0332015049913855
"466","133",42,13,"Epi (-)","free","mock","mock",-0.087698643210305,0.0424587113294233
"467","133",6,3,"Epi (-)","free","mock","mock",-0.0050030637792422,-0.0332015049913855
"468","134",1,1,"Epi (-) Col (+)","free","inoculated","mock",-0.00744013478941865,-0.0160681804564693
"469","134",11,4,"Epi (-) Col (+)","free","inoculated","mock",-0.00744013478941865,-0.0160681804564693
"470","134",14,5,"Epi (-) Col (+)","free","inoculated","mock",-0.00744013478941865,-0.0160681804564693
"471","134",18,6,"Epi (-) Col (+)","free","inoculated","mock",0.00753339326346803,-0.00306144868808122
"472","134",21,7,"Epi (-) Col (+)","free","inoculated","mock",0.00753339326346803,-0.00306144868808122
"473","134",25,8,"Epi (-) Col (+)","free","inoculated","mock",0.0107162262764429,-0.00165088792227096
"474","134",28,9,"Epi (-) Col (+)","free","inoculated","mock",0.0343124736653585,0.0167171069418202
"475","134",32,10,"Epi (-) Col (+)","free","inoculated","mock",0.00753339326346803,-0.00306144868808122
"476","134",35,11,"Epi (-) Col (+)","free","inoculated","mock",0.0210648815097466,0.00789205998749672
"477","134",39,12,"Epi (-) Col (+)","free","inoculated","mock",-0.00744013478941865,-0.0160681804564693
"478","134",4,2,"Epi (-) Col (+)","free","inoculated","mock",-0.00744013478941865,-0.0160681804564693
"479","134",6,3,"Epi (-) Col (+)","free","inoculated","mock",-0.00744013478941865,-0.0160681804564693
"480","135",11,4,"Epi (-) Rhiz (+)","free","mock","inoculated",-0.00744013478941865,-0.0160681804564693
"481","135",14,5,"Epi (-) Rhiz (+)","free","mock","inoculated",-0.00744013478941865,-0.0160681804564693
"482","135",18,6,"Epi (-) Rhiz (+)","free","mock","inoculated",0.0343124736653586,0.0167171069418202
"483","135",21,7,"Epi (-) Rhiz (+)","free","mock","inoculated",0.0614194947783794,0.0320126957151845
"484","135",25,8,"Epi (-) Rhiz (+)","free","mock","inoculated",0.0622230018118672,0.102062861620212
"485","135",28,9,"Epi (-) Rhiz (+)","free","mock","inoculated",0.0210648815097466,0.00789205998749672
"486","135",32,10,"Epi (-) Rhiz (+)","free","mock","inoculated",0.0395313558421689,0.0778774078919168
"487","135",35,11,"Epi (-) Rhiz (+)","free","mock","inoculated",0.029366543177703,0.0946500014028383
"488","135",39,12,"Epi (-) Rhiz (+)","free","mock","inoculated",-0.022944192487698,-0.00441754369433887
"489","135",42,13,"Epi (-) Rhiz (+)","free","mock","inoculated",-0.0537046751369019,0.0146920559537011
"490","135",6,3,"Epi (-) Rhiz (+)","free","mock","inoculated",-0.00744013478941865,-0.0160681804564693
"491","136",1,1,"Epi (+)","inoculated","mock","mock",-0.00744013478941865,-0.0160681804564693
"492","136",11,4,"Epi (+)","inoculated","mock","mock",-0.00744013478941865,-0.0160681804564693
"493","136",14,5,"Epi (+)","inoculated","mock","mock",-0.00168043321778358,-0.0114160737750771
"494","136",18,6,"Epi (+)","inoculated","mock","mock",0.0343124736653586,0.0167171069418202
"495","136",21,7,"Epi (+)","inoculated","mock","mock",0.0479734484794224,0.0254875020883484
"496","136",25,8,"Epi (+)","inoculated","mock","mock",0.0518382443067144,0.0175854383783278
"497","136",28,9,"Epi (+)","inoculated","mock","mock",0.0466156976022285,0.0142791994714006
"498","136",32,10,"Epi (+)","inoculated","mock","mock",0.0644967753879306,0.00994934199390596
"499","136",35,11,"Epi (+)","inoculated","mock","mock",0.0295898204531645,0.0127313385717649
"500","136",39,12,"Epi (+)","inoculated","mock","mock",0.142759077683095,0.060713935133462
"501","136",4,2,"Epi (+)","inoculated","mock","mock",-0.00744013478941865,-0.0160681804564693
"502","136",42,13,"Epi (+)","inoculated","mock","mock",0.0257305491543097,0.0670967540464756
"503","136",6,3,"Epi (+)","inoculated","mock","mock",-0.00744013478941865,-0.0160681804564693
